Post;Score 
2131 ; 495
2132 ; 257
2133 ; 141
2134 ; 129
2135 ; 111
2136 ; 134
2138 ; 245
2139 ; 381
2140 ; 160
2141 ; 425
2142 ; 256
2143 ; 155
2144 ; 101
2145 ; 101
2146 ; 633
2147 ; 101
2149 ; 108
2151 ; 185
2152 ; 103
2153 ; 794
2155 ; 165
2156 ; 1120
2157 ; 101
2158 ; 125
2159 ; 141
2160 ; 123
2161 ; 314
2162 ; 683
2163 ; 101
2164 ; 197
2165 ; 199
2166 ; 209
2167 ; 169
2168 ; 171
2169 ; 278
2170 ; 101
2171 ; 57
2172 ; 273
2173 ; 311
2174 ; 472
2176 ; 309
2177 ; 101
2178 ; 101
2179 ; 118
2180 ; 131
2181 ; 569
2184 ; 143
2185 ; 210
2186 ; 349
2187 ; 167
2188 ; 263
2189 ; 3105
2190 ; 141
2191 ; 420
2193 ; 121
2194 ; 263
2195 ; 138
2196 ; 101
2198 ; 101
2200 ; 416
2201 ; 101
2202 ; 101
2203 ; 116
2204 ; 133
2206 ; 168
2207 ; 106
2208 ; 192
2209 ; 105
2210 ; 213
2211 ; 179
2212 ; 111
2213 ; 111
2214 ; 1088
2215 ; 101
2216 ; 286
2217 ; 161
2219 ; 185
2220 ; 359
2221 ; 319
2222 ; 168
2223 ; 130
2224 ; 9589
2225 ; 123
2226 ; 101
2227 ; 118
2228 ; 449
2229 ; 1115
2230 ; 101
2231 ; 1577
2232 ; 113
2233 ; 91
2234 ; 612
2235 ; 41
2236 ; 116
2237 ; 109
2238 ; 118
2240 ; 164
2242 ; 351
2244 ; 113
2247 ; 152
2248 ; 409
2249 ; 166
2250 ; 101
2251 ; 111
2252 ; 178
2253 ; 2925
2254 ; 101
2255 ; 143
2256 ; 212
2257 ; 175
2258 ; 794
2260 ; 1046
2263 ; 101
2264 ; 243
2266 ; 101
2267 ; 79
2268 ; 118
2269 ; 111
2270 ; 166
2271 ; 156
2272 ; 153
2273 ; 1653
2274 ; 100
2275 ; 41
2276 ; 101
2277 ; 2502
2278 ; 713
2280 ; 159
2281 ; 575
2282 ; 198
2283 ; 208
2284 ; 638
2285 ; 123
2287 ; 219
2288 ; 38
2290 ; 158
2291 ; 863
2292 ; 103
2293 ; 410
2294 ; 182
2295 ; 101
2298 ; 111
2299 ; 6821
2300 ; 273
2301 ; 111
2302 ; 4357
2303 ; 121
2304 ; 3861
2305 ; 355
2306 ; 193
2307 ; 651
2308 ; 235
2309 ; 235
2311 ; 101
2312 ; 201
2313 ; 101
2315 ; 771
2317 ; 101
2318 ; 2220
2319 ; 126
2320 ; 101
2321 ; 6636
2326 ; 201
2327 ; 101
2328 ; 151
2329 ; 629
2330 ; 121
2331 ; 1317
2332 ; 271
2334 ; 101
2335 ; 141
2336 ; 101
2337 ; 148
2338 ; 229
2339 ; 918
2340 ; 236
2341 ; 909
2342 ; 121
2343 ; 805
2345 ; 101
2346 ; 111
2347 ; 493
2348 ; 603
2349 ; 467
2350 ; 106
2351 ; 101
2352 ; 688
2354 ; 915
2355 ; 101
2356 ; 131
2357 ; 597
2358 ; 514
2359 ; 2363
2361 ; 546
2362 ; 101
2363 ; 236
2364 ; 113
2365 ; 101
2366 ; 318
2367 ; 673
2368 ; 582
2369 ; 58
2370 ; 116
2372 ; 594
2373 ; 118
2374 ; 493
2375 ; 157
2376 ; 329
2378 ; 91
2379 ; 280
2380 ; 126
2381 ; 148
2382 ; 111
2384 ; 185
2385 ; 123
2386 ; 101
2387 ; 118
2388 ; 101
2389 ; 101
2390 ; 385
2391 ; 218
2392 ; 101
2393 ; 101
2396 ; 101
2398 ; 101
2399 ; 101
2400 ; 143
2401 ; 419
2402 ; 159
2403 ; 230
2404 ; 616
2405 ; 859
2406 ; 101
2407 ; 141
2408 ; 1318
2409 ; 134
2410 ; 168
2411 ; 557
2412 ; 101
2413 ; 20870
2414 ; 129
2415 ; 6
2416 ; 113
2417 ; 2646
2418 ; 146
2420 ; 166
2421 ; 121
2422 ; 325
2423 ; 363
2424 ; 303
2425 ; 113
2427 ; 1211
2428 ; 101
2429 ; 101
2430 ; 118
2432 ; 101
2433 ; 725
2434 ; 150
2435 ; 778
2436 ; 101
2437 ; 111
2438 ; 504
2439 ; 5714
2440 ; 128
2441 ; 388
2442 ; 431
2444 ; 891
2445 ; 226
2446 ; 118
2447 ; 111
2448 ; 261
2449 ; 700
2450 ; 526
2452 ; 62
2454 ; 106
2455 ; 505
2456 ; 318
2457 ; 113
2458 ; 188
2459 ; 128
2460 ; 118
2461 ; 116
2462 ; 101
2463 ; 103
2465 ; 195
2466 ; 294
2467 ; 2221
2468 ; 101
2470 ; 101
2471 ; 113
2472 ; 108
2473 ; 201
2474 ; 13
2475 ; 101
2476 ; 1722
2477 ; 477
2478 ; 20
2479 ; 11
2480 ; 90
2481 ; 101
2482 ; 548
2483 ; 116
2485 ; 33
2487 ; 152
2489 ; 1979
2490 ; 71
2491 ; 383
2493 ; 196
2494 ; 1713
2495 ; 101
2496 ; 141
2497 ; 101
2498 ; 61
2499 ; 159
2500 ; 243
2501 ; 123
2502 ; 2899
2503 ; 2323
2504 ; 111
2505 ; 339
2506 ; 171
2507 ; 128
2508 ; 121
2509 ; 162
2510 ; 101
2511 ; 182
2512 ; 101
2513 ; 4152
2514 ; 685
2515 ; 146
2516 ; 101
2517 ; 241
2518 ; 2909
2519 ; 907
2520 ; 101
2522 ; 146
2523 ; 135
2525 ; 111
2526 ; 721
2527 ; 101
2528 ; 121
2530 ; 348
2531 ; 121
2532 ; 111
2534 ; 101
2535 ; 112
2536 ; 259
2537 ; 101
2538 ; 258
2539 ; 153
2540 ; 196
2541 ; 964
2542 ; 156
2543 ; 129
2545 ; 386
2546 ; 2412
2549 ; 113
2550 ; 360
2551 ; 150
2552 ; 101
2553 ; 333
2554 ; 191
2555 ; 9443
2557 ; 167
2559 ; 267
2560 ; 259
2561 ; 50337
2562 ; 206
2563 ; 1392
2564 ; 101
2565 ; 320
2566 ; 959
2567 ; 993
2568 ; 123
2569 ; 181
2570 ; 107
2571 ; 297
2572 ; 4432
2573 ; 122
2574 ; 111
2575 ; 135
2576 ; 143
2577 ; 101
2578 ; 148
2579 ; 701
2581 ; 186
2582 ; 101
2583 ; 261
2585 ; 210
2587 ; 128
2588 ; 101
2589 ; 139
2592 ; 278
2593 ; 306
2594 ; 101
2598 ; 4763
2599 ; 146
2600 ; 3310
2601 ; 104
2602 ; 411
2603 ; 101
2604 ; 2336
2606 ; 118
2608 ; 1528
2609 ; 1278
2610 ; 488
2611 ; 411
2612 ; 1195
2614 ; 795
2617 ; 459
2618 ; 101
2619 ; 1049
2620 ; 322
2621 ; 2674
2622 ; 243
2623 ; 591
2624 ; 133
2625 ; 101
2626 ; 506
2627 ; 256
2628 ; 181
2629 ; 2084
2630 ; 88
2631 ; 141
2632 ; 78
2633 ; 101
2634 ; 322
2636 ; 113
2637 ; 141
2638 ; 106
2639 ; 169
2641 ; 599
2642 ; 569
2643 ; 187
2644 ; 101
2646 ; 144
2647 ; 101
2649 ; 279
2650 ; 251
2651 ; 137
2653 ; 101
2654 ; 120
2655 ; 111
2656 ; 101
2657 ; 614
2658 ; 101
2659 ; 554
2660 ; 886
2661 ; 2248
2662 ; 353
2664 ; 595
2666 ; 165
2667 ; 158
2668 ; 141
2669 ; 171
2670 ; 113
2671 ; 181
2672 ; 387
2673 ; 103
2674 ; 101
2675 ; 101
2676 ; 118
2680 ; 103
2681 ; 143
2682 ; 1
2689 ; 101
2690 ; 292
2691 ; 101
2692 ; 282
2693 ; 111
2694 ; 101
2697 ; 101
2699 ; 183
2700 ; 65
2701 ; 111
2704 ; 101
2706 ; 673
2707 ; 101
2708 ; 101
2710 ; 184
2711 ; 2782
2712 ; 106
2713 ; 78
2714 ; 113
2715 ; 101
2717 ; 111
2719 ; 244
2720 ; 108
2721 ; 108
2722 ; 253
2723 ; 101
2725 ; 101
2726 ; 101
2727 ; 225
2729 ; 167
2730 ; 101
2732 ; 108
2734 ; 152
2737 ; 176
2739 ; 1
2740 ; 101
2741 ; 308
2743 ; 589
2744 ; 1777
2747 ; 101
2749 ; 101
2750 ; 65
2755 ; 113
2756 ; 101
2757 ; 153
2758 ; 128
2759 ; 111
2760 ; 131
2761 ; 116
2763 ; 142
2766 ; 118
2767 ; 166
2768 ; 911
2772 ; 105
2773 ; 101
2775 ; 101
2776 ; 101
2777 ; 101
2778 ; 101
2779 ; 106
2780 ; 43
2781 ; 418
2782 ; 101
2783 ; 6245
2784 ; 123
2786 ; 28
2787 ; 1216
2788 ; 200
2790 ; 119
2792 ; 18
2795 ; 221
2796 ; 101
2797 ; 181
2800 ; 183
2802 ; 21
2808 ; 101
2809 ; 117
2810 ; 101
2814 ; 262
2815 ; 494
2816 ; 93
2818 ; 101
2820 ; 131
2821 ; 472
2824 ; 171
2825 ; 138
2826 ; 103
2827 ; 1
2828 ; 263
2829 ; 126
2830 ; 16
2831 ; 369
2832 ; 116
2839 ; 101
2840 ; 91
2841 ; 104
2842 ; 111
2843 ; 136
2844 ; 101
2846 ; 193
2847 ; 156
2848 ; 33
2849 ; 101
2850 ; 101
2851 ; 139
2854 ; 111
2856 ; 143
2858 ; 11
2860 ; 230
2863 ; 466
2864 ; 101
2866 ; 209
2867 ; 8
2869 ; 8023
2870 ; 111
2872 ; 101
2873 ; 11
2874 ; 12541
2875 ; 225
2876 ; 116
2877 ; 142
2881 ; 221
2882 ; 2231
2883 ; 218
2884 ; 182
2887 ; 239
2888 ; 191
2889 ; 210
2891 ; 141
2893 ; 121
2894 ; 121
2895 ; 197
2898 ; 111
2899 ; 141
2901 ; 128
2902 ; 235
2904 ; 327
2906 ; 1106
2908 ; 586
2909 ; 118
2910 ; 101
2911 ; 103
2913 ; 101
2914 ; 641
2915 ; 121
2917 ; 31
2921 ; 149
2922 ; 101
2924 ; 101
2925 ; 72
2927 ; 108
2928 ; 101
2929 ; 118
2930 ; 161
2931 ; 11
2932 ; 323
2933 ; 111
2935 ; 110
2936 ; 106
2937 ; 258
2938 ; 111
2939 ; 1
2942 ; 361
2943 ; 972
2944 ; 456
2946 ; 133
2947 ; 182
2948 ; 858
2950 ; 117
2952 ; 113
2953 ; 120
2954 ; 101
2955 ; 121
2957 ; 141
2958 ; 195
2959 ; 142
2961 ; 101
2963 ; 178
2965 ; 101
2966 ; 405
2967 ; 268
2968 ; 265
2969 ; 101
2970 ; 101
2971 ; 101
2972 ; 38
2973 ; 118
2974 ; 445
2979 ; 248
2980 ; 38
2983 ; 101
2985 ; 211
2986 ; 126
2987 ; 61
2989 ; 101
2991 ; 834
2992 ; 273
2993 ; 101
2994 ; 113
2997 ; 101
2998 ; 11
2999 ; 101
3000 ; 628
3001 ; 101
3002 ; 3119
3004 ; 113
3005 ; 141
3007 ; 128
3008 ; 128
3009 ; 111
3010 ; 148
3011 ; 56
3012 ; 121
3014 ; 33
3016 ; 182
3018 ; 6
3019 ; 195
3020 ; 101
3021 ; 168
3022 ; 101
3023 ; 370
3024 ; 51
3025 ; 600
3026 ; 120
3027 ; 103
3028 ; 196
3031 ; 127
3032 ; 17
3033 ; 126
3035 ; 101
3038 ; 84616
3039 ; 588
3040 ; 3
3041 ; 13
3042 ; 254
3045 ; 123
3046 ; 108
3047 ; 404
3048 ; 135
3049 ; 103
3050 ; 141
3052 ; 123
3053 ; 1078
3054 ; 111
3057 ; 101
3058 ; 483
3059 ; 123
3062 ; 120
3064 ; 151
3065 ; 108
3066 ; 192
3069 ; 101
3070 ; 252
3072 ; 118
3073 ; 101
3074 ; 81
3075 ; 53
3076 ; 196
3077 ; 120
3078 ; 101
3079 ; 128
3080 ; 101
3082 ; 311
3083 ; 500
3084 ; 27
3085 ; 158
3087 ; 103
3088 ; 125
3091 ; 3696
3095 ; 111
3096 ; 256
3097 ; 275
3099 ; 101
3100 ; 13
3101 ; 197
3105 ; 357
3107 ; 101
3108 ; 221
3109 ; 101
3110 ; 1249
3111 ; 957
3112 ; 161
3113 ; 544
3115 ; 101
3116 ; 150
3117 ; 167
3120 ; 142
3121 ; 419
3122 ; 83
3123 ; 178
3124 ; 23
3125 ; 874
3129 ; 123
3130 ; 159
3131 ; 174
3133 ; 120
3134 ; 101
3137 ; 118
3138 ; 328
3139 ; 15247
3140 ; 92
3146 ; 286
3147 ; 183
3149 ; 101
3150 ; 191
3154 ; 251
3155 ; 66
3156 ; 1766
3157 ; 118
3158 ; 51
3164 ; 101
3169 ; 234
3170 ; 101
3171 ; 50
3172 ; 89
3173 ; 108
3174 ; 1348
3175 ; 101
3177 ; 18
3179 ; 467
3180 ; 146
3181 ; 1327
3182 ; 126
3183 ; 208
3184 ; 106
3187 ; 101
3188 ; 131
3189 ; 101
3190 ; 160
3192 ; 123
3194 ; 133
3195 ; 8
3196 ; 115
3198 ; 299
3199 ; 133
3200 ; 101
3201 ; 106
3202 ; 240
3203 ; 618
3204 ; 733
3205 ; 182
3207 ; 140
3208 ; 271
3209 ; 191
3211 ; 293
3213 ; 101
3214 ; 734
3215 ; 380
3216 ; 106
3217 ; 101
3218 ; 101
3220 ; 332
3221 ; 401
3222 ; 11
3223 ; 16
3229 ; 11
3230 ; 131
3231 ; 111
3232 ; 16
3233 ; 108
3234 ; 101
3235 ; 2330
3236 ; 427
3237 ; 123
3238 ; 76
3241 ; 111
3242 ; 484
3243 ; 131
3244 ; 123
3245 ; 4868
3246 ; 380
3248 ; 101
3249 ; 101
3250 ; 399
3251 ; 2418
3253 ; 324
3254 ; 101
3255 ; 171
3256 ; 3630
3257 ; 86
3258 ; 88
3259 ; 21
3260 ; 360
3261 ; 118
3262 ; 223
3264 ; 161
3266 ; 156
3268 ; 300
3269 ; 101
3271 ; 158
3272 ; 11
3274 ; 146
3277 ; 176
3279 ; 104
3281 ; 591
3284 ; 165
3285 ; 374
3286 ; 126
3288 ; 187
3289 ; 101
3290 ; 246
3294 ; 11
3295 ; 492
3298 ; 310
3299 ; 545
3301 ; 390
3302 ; 380
3303 ; 192
3305 ; 101
3306 ; 358
3308 ; 36
3311 ; 798
3312 ; 238
3313 ; 113
3314 ; 411
3315 ; 111
3317 ; 101
3318 ; 526
3320 ; 787
3323 ; 355
3324 ; 126
3325 ; 101
3326 ; 123
3327 ; 237
3328 ; 467
3329 ; 1908
3330 ; 121
3331 ; 3
3333 ; 553
3334 ; 129
3335 ; 101
3338 ; 121
3339 ; 53
3341 ; 11
3342 ; 118
3343 ; 109
3344 ; 199
3346 ; 713
3347 ; 514
3350 ; 165
3351 ; 763
3352 ; 101
3353 ; 397
3356 ; 11392
3357 ; 113
3359 ; 117
3361 ; 101
3362 ; 276
3364 ; 152
3365 ; 103
3366 ; 101
3368 ; 64
3369 ; 103
3371 ; 167
3372 ; 341
3373 ; 659
3374 ; 496
3375 ; 106
3376 ; 134
3377 ; 116
3378 ; 111
3379 ; 101
3380 ; 273
3381 ; 106
3384 ; 41
3385 ; 121
3388 ; 150
3400 ; 6
3402 ; 31
3406 ; 126
3407 ; 101
3408 ; 161
3409 ; 328
3410 ; 101
3411 ; 175
3412 ; 244
3414 ; 120
3417 ; 101
3419 ; 101
3420 ; 1998
3421 ; 101
3426 ; 145
3429 ; 101
3431 ; 5860
3434 ; 127
3435 ; 121
3437 ; 4868
3439 ; 174
3441 ; 101
3442 ; 101
3443 ; 127
3445 ; 120
3451 ; 101
3452 ; 101
3453 ; 1476
3454 ; 1772
3455 ; 245
3456 ; 141
3459 ; 932
3460 ; 140
3462 ; 253
3463 ; 101
3464 ; 146
3465 ; 111
3466 ; 156
3468 ; 114
3469 ; 123
3470 ; 101
3471 ; 171
3472 ; 192
3473 ; 104
3474 ; 148
3475 ; 117
3478 ; 101
3479 ; 188
3481 ; 148
3482 ; 101
3483 ; 69
3485 ; 128
3487 ; 108
3488 ; 183
3489 ; 5805
3490 ; 170
3491 ; 168
3492 ; 101
3494 ; 111
3495 ; 127
3496 ; 180
3497 ; 774
3498 ; 106
3500 ; 585
3501 ; 157
3503 ; 126
3504 ; 106
3505 ; 2990
3506 ; 121
3510 ; 459
3511 ; 110
3514 ; 108
3515 ; 382
3519 ; 11
3520 ; 140
3522 ; 136
3523 ; 627
3524 ; 204
3525 ; 235
3526 ; 126
3527 ; 246
3528 ; 18560
3530 ; 301
3531 ; 13
3532 ; 149
3535 ; 101
3536 ; 21
3537 ; 207
3539 ; 241
3542 ; 61
3543 ; 2612
3544 ; 254
3546 ; 108
3548 ; 178
3550 ; 1887
3551 ; 101
3552 ; 1537
3553 ; 123
3555 ; 66
3557 ; 1434
3558 ; 131
3559 ; 21
3562 ; 444
3564 ; 125
3565 ; 790
3566 ; 159
3567 ; 708
3570 ; 170
3571 ; 283
3574 ; 141
3575 ; 101
3576 ; 101
3578 ; 106
3580 ; 392
3581 ; 666
3582 ; 197
3583 ; 103
3587 ; 121
3589 ; 179
3591 ; 178
3594 ; 118
3595 ; 29
3599 ; 56
3600 ; 420
3603 ; 171
3604 ; 119
3606 ; 219
3607 ; 1281
3609 ; 142
3610 ; 11
3611 ; 352
3612 ; 101
3613 ; 195
3614 ; 105
3618 ; 101
3623 ; 101
3626 ; 118
3627 ; 111
3630 ; 36
3631 ; 268
3632 ; 101
3635 ; 58
3637 ; 101
3640 ; 103
3641 ; 1912
3642 ; 264
3651 ; 346
3654 ; 175
3655 ; 106
3657 ; 7716
3658 ; 173
3659 ; 101
3662 ; 101
3664 ; 42
3666 ; 111
3667 ; 230
3668 ; 431
3670 ; 300
3672 ; 101
3673 ; 101
3674 ; 247
3675 ; 6
3676 ; 101
3677 ; 195
3678 ; 101
3679 ; 71
3680 ; 146
3681 ; 138
3682 ; 241
3684 ; 107
3685 ; 246
3692 ; 153
3696 ; 322
3697 ; 128
3698 ; 191
3700 ; 101
3704 ; 131
3706 ; 101
3708 ; 108
3709 ; 81
3710 ; 103
3713 ; 286
3715 ; 173
3717 ; 1
3730 ; 108
3731 ; 531
3735 ; 176
3738 ; 118
3739 ; 316
3740 ; 851
3741 ; 101
3746 ; 119
3747 ; 111
3750 ; 101
3752 ; 139
3755 ; 48
3758 ; 1427
3761 ; 145
3762 ; 312
3763 ; 172
3766 ; 281
3770 ; 522
3771 ; 101
3772 ; 96
3773 ; 120
3775 ; 113
3780 ; 113
3784 ; 111
3785 ; 153
3789 ; 21
3791 ; 644
3792 ; 101
3793 ; 101
3796 ; 583
3801 ; 248
3803 ; 66
3806 ; 146
3807 ; 101
3809 ; 26
3810 ; 11
3812 ; 1
3822 ; 31
3824 ; 101
3827 ; 106
3830 ; 101
3834 ; 136
3835 ; 121
3836 ; 1584
3839 ; 103
3841 ; 101
3842 ; 143
3843 ; 51
3853 ; 714
3854 ; 178
3862 ; 115
3863 ; 366
3866 ; 101
3867 ; 333
3870 ; 296
3871 ; 113
3872 ; 95
3873 ; 131
3876 ; 101
3877 ; 111
3878 ; 197
3879 ; 101
3882 ; 111
3887 ; 1163
3888 ; 97
3890 ; 113
3891 ; 101
3892 ; 94
3893 ; 131
3895 ; 101
3896 ; 116
3899 ; 701
3900 ; 198
3903 ; 574
3904 ; 101
3906 ; 139
3907 ; 178
3908 ; 101
3910 ; 106
3911 ; 61
3912 ; 437
3913 ; 59
3915 ; 20
3916 ; 322
3918 ; 138
3920 ; 474
3921 ; 117
3922 ; 110
3924 ; 110
3925 ; 3318
3926 ; 1838
3928 ; 167
3931 ; 56
3933 ; 101
3934 ; 101
3935 ; 123
3937 ; 31
3938 ; 101
3940 ; 239
3942 ; 101
3943 ; 56
3947 ; 719
3949 ; 6
3950 ; 7515
3951 ; 178
3953 ; 101
3955 ; 156
3956 ; 166
3959 ; 26
3961 ; 156
3965 ; 101
3966 ; 179
3968 ; 187
3969 ; 99
3970 ; 116
3971 ; 101
3972 ; 99
3973 ; 132
3975 ; 164
3976 ; 153
3978 ; 101
3979 ; 101
3981 ; 103
3984 ; 325
3985 ; 196
3986 ; 108
3989 ; 120
3993 ; 196
3994 ; 138
3996 ; 162
3997 ; 116
3998 ; 103
3999 ; 103
4001 ; 168
4002 ; 159
4004 ; 63
4005 ; 203
4006 ; 123
4007 ; 111
4008 ; 101
4009 ; 138
4010 ; 11
4011 ; 520
4013 ; 149
4015 ; 101
4018 ; 158
4020 ; 515
4024 ; 11
4028 ; 186
4031 ; 112
4034 ; 103
4035 ; 461
4037 ; 116
4039 ; 119
4042 ; 165
4047 ; 101
4048 ; 142
4053 ; 2016
4054 ; 854
4057 ; 115
4058 ; 166
4059 ; 164
4065 ; 26
4067 ; 335
4070 ; 103
4076 ; 1150
4077 ; 128
4079 ; 108
4081 ; 889
4084 ; 1891
4094 ; 101
4095 ; 101
4099 ; 312
4100 ; 101
4101 ; 18
4103 ; 101
4104 ; 101
4105 ; 101
4109 ; 66
4110 ; 135
4112 ; 106
4113 ; 801
4116 ; 175
4117 ; 6587
4122 ; 194
4123 ; 390
4126 ; 336
4128 ; 101
4131 ; 2389
4134 ; 178
4135 ; 305
4136 ; 1247
4138 ; 101
4139 ; 101
4140 ; 101
4145 ; 51
4146 ; 71
4147 ; 31
4149 ; 55
4151 ; 101
4152 ; 101
4153 ; 250
4154 ; 101
4156 ; 439
4158 ; 260
4159 ; 257
4160 ; 279
4162 ; 101
4163 ; 101
4164 ; 421
4165 ; 506
4168 ; 332
4172 ; 136
4173 ; 210
4174 ; 192
4175 ; 20
4176 ; 120
4179 ; 299
4180 ; 141
4181 ; 101
4182 ; 79
4183 ; 245
4185 ; 138
4188 ; 449
4189 ; 101
4191 ; 31
4196 ; 181
4197 ; 11
4203 ; 46
4204 ; 216
4207 ; 1
4208 ; 101
4209 ; 150
4210 ; 101
4211 ; 111
4214 ; 301
4215 ; 101
4216 ; 113
4217 ; 182
4220 ; 58
4223 ; 111
4224 ; 111
4225 ; 126
4228 ; 146
4229 ; 472
4231 ; 105
4234 ; 136
4237 ; 101
4238 ; 106
4239 ; 144
4242 ; 284
4249 ; 566
4251 ; 5692
4254 ; 483
4255 ; 130
4256 ; 101
4259 ; 108
4260 ; 161
4261 ; 156
4264 ; 45
4266 ; 39
4268 ; 1880
4270 ; 115
4271 ; 6885
4276 ; 3911
4278 ; 141
4279 ; 108
4280 ; 101
4283 ; 101
4284 ; 229
4286 ; 16
4287 ; 566
4289 ; 211
4290 ; 101
4292 ; 136
4293 ; 101
4295 ; 168
4298 ; 250
4299 ; 101
4301 ; 192
4302 ; 374
4303 ; 101
4305 ; 155
4307 ; 445
4310 ; 1050
4313 ; 131
4315 ; 118
4316 ; 341
4318 ; 76
4319 ; 118
4322 ; 101
4323 ; 136
4324 ; 131
4325 ; 101
4327 ; 101
4331 ; 101
4335 ; 101
4339 ; 206
4340 ; 536
4341 ; 223
4343 ; 111
4344 ; 101
4346 ; 293
4348 ; 1
4349 ; 6
4352 ; 131
4353 ; 106
4354 ; 126
4355 ; 103
4356 ; 269
4357 ; 137
4361 ; 101
4362 ; 113
4365 ; 99
4367 ; 276
4369 ; 29
4370 ; 757
4372 ; 123
4373 ; 274
4374 ; 141
4375 ; 101
4376 ; 18
4381 ; 2438
4385 ; 125
4386 ; 583
4387 ; 201
4388 ; 101
4391 ; 148
4392 ; 16230
4395 ; 121
4396 ; 130
4397 ; 108
4398 ; 223
4399 ; 118
4401 ; 394
4402 ; 103
4403 ; 120
4405 ; 45
4406 ; 706
4407 ; 11
4408 ; 155
4410 ; 312
4411 ; 16
4413 ; 146
4414 ; 1695
4415 ; 11
4417 ; 103
4418 ; 630
4419 ; 197
4420 ; 101
4421 ; 13
4422 ; 381
4428 ; 1616
4432 ; 103
4436 ; 76
4437 ; 31
4438 ; 111
4441 ; 1408
4442 ; 565
4443 ; 190
4445 ; 83
4446 ; 100
4448 ; 101
4449 ; 101
4450 ; 101
4451 ; 236
4452 ; 23
4455 ; 166
4458 ; 21
4459 ; 101
4460 ; 379
4465 ; 105
4469 ; 128
4472 ; 121
4474 ; 208
4477 ; 121
4478 ; 307
4479 ; 1634
4480 ; 195
4481 ; 148
4483 ; 101
4487 ; 9740
4488 ; 91
4491 ; 9474
4492 ; 158
4493 ; 1433
4494 ; 31
4496 ; 101
4498 ; 66
4501 ; 31
4502 ; 429
4503 ; 101
4505 ; 132
4506 ; 151
4508 ; 81
4510 ; 123
4514 ; 146
4515 ; 96
4516 ; 111
4517 ; 449
4518 ; 108
4519 ; 18
4520 ; 128
4522 ; 145
4526 ; 246
4527 ; 151
4529 ; 314
4531 ; 346
4533 ; 191
4534 ; 178
4535 ; 816
4538 ; 535
4539 ; 101
4540 ; 102
4541 ; 315
4542 ; 61
4544 ; 158
4550 ; 180
4552 ; 8
4554 ; 106
4555 ; 101
4559 ; 2770
4560 ; 189
4561 ; 101
4562 ; 477
4564 ; 123
4566 ; 281
4567 ; 181
4569 ; 171
4573 ; 643
4574 ; 113
4575 ; 126
4576 ; 188
4578 ; 786
4579 ; 101
4581 ; 145
4585 ; 81
4587 ; 169
4588 ; 101
4589 ; 101
4590 ; 101
4591 ; 198
4596 ; 101
4597 ; 1
4598 ; 101
4599 ; 116
4600 ; 1324
4602 ; 419
4603 ; 180
4605 ; 7208
4608 ; 3
4611 ; 251
4612 ; 290
4613 ; 85
4618 ; 76
4619 ; 136
4620 ; 133
4621 ; 214
4623 ; 79
4624 ; 104
4629 ; 1214
4630 ; 111
4632 ; 136
4633 ; 101
4634 ; 585
4648 ; 99
4650 ; 41
4651 ; 186
4652 ; 274
4654 ; 221
4656 ; 181
4657 ; 298
4659 ; 201
4660 ; 121
4661 ; 115
4664 ; 601
4665 ; 101
4668 ; 23
4671 ; 123
4675 ; 182
4676 ; 415
4678 ; 101
4681 ; 206
4684 ; 111
4685 ; 370
4688 ; 118
4690 ; 126
4693 ; 101
4694 ; 2785
4697 ; 11
4699 ; 1
4700 ; 136
4702 ; 101
4703 ; 2227
4705 ; 101
4708 ; 150
4709 ; 101
4711 ; 133
4712 ; 101
4713 ; 28
4715 ; 227
4718 ; 788
4721 ; 5451
4722 ; 363
4724 ; 366
4725 ; 101
4733 ; 1947
4735 ; 151
4736 ; 121
4737 ; 123
4739 ; 511
4740 ; 131
4741 ; 41
4742 ; 490
4743 ; 33
4745 ; 156
4746 ; 232
4751 ; 26
4753 ; 101
4755 ; 131
4756 ; 101
4757 ; 1788
4761 ; 101
4762 ; 642
4763 ; 113
4764 ; 101
4767 ; 96
4768 ; 111
4770 ; 3
4771 ; 125
4773 ; 133
4779 ; 101
4780 ; 103
4781 ; 98
4782 ; 418
4783 ; 101
4784 ; 245
4785 ; 348
4786 ; 317
4789 ; 21
4792 ; 19
4793 ; 101
4794 ; 48
4795 ; 101
4797 ; 121
4798 ; 103
4801 ; 436
4802 ; 101
4803 ; 172
4805 ; 121
4806 ; 96
4807 ; 128
4808 ; 101
4810 ; 552
4811 ; 221
4812 ; 130
4813 ; 141
4814 ; 512
4815 ; 194
4818 ; 411
4822 ; 2262
4823 ; 969
4824 ; 753
4825 ; 101
4826 ; 170
4828 ; 18
4829 ; 137
4830 ; 101
4831 ; 490
4833 ; 101
4836 ; 101
4838 ; 382
4839 ; 272
4840 ; 378
4842 ; 52
4843 ; 31
4844 ; 115
4845 ; 219
4846 ; 108
4848 ; 123
4849 ; 101
4850 ; 245
4851 ; 21
4852 ; 101
4853 ; 101
4854 ; 73
4855 ; 101
4857 ; 449
4858 ; 401
4863 ; 130
4866 ; 140
4867 ; 121
4868 ; 121
4869 ; 101
4871 ; 31
4872 ; 561
4873 ; 121
4874 ; 236
4878 ; 191
4880 ; 28
4881 ; 1104
4883 ; 737
4884 ; 750
4885 ; 193
4888 ; 101
4889 ; 429
4891 ; 191
4892 ; 21
4899 ; 171
4901 ; 128
4902 ; 150
4904 ; 101
4908 ; 223
4911 ; 929
4913 ; 145
4916 ; 131
4917 ; 418
4919 ; 130
